CMIP6 Compund Name       CF Standard Name                                                                                                              Physical Parameter Title                                                                                                                             Description
Omon.intppnitrate        net_primary_mole_productivity_of_biomass_expressed_as_carbon_due_to_nitrate_utilization                                       intppnitrate       Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone                                                  Vertically integrated primary (organic carbon) production by phytoplankton based on nitrate uptake alone
Omon.intppnitrateSouth30 net_primary_mole_productivity_of_biomass_expressed_as_carbon_due_to_nitrate_utilization                                       intppnitrate       Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone                                                  Vertically integrated primary (organic carbon) production by phytoplankton based on nitrate uptake alone
Omon.intpppico           net_primary_mole_productivity_of_biomass_expressed_as_carbon_by_picophytoplankton                                             intpppico          Net Primary Mole Productivity of Carbon by Picophytoplankton                                                                      Vertically integrated primary (organic carbon) production by the picophytoplankton component alone
Omon.intpppicoSouth30    net_primary_mole_productivity_of_biomass_expressed_as_carbon_by_picophytoplankton                                             intpppico          Net Primary Mole Productivity of Carbon by Picophytoplankton                                                                      Vertically integrated primary (organic carbon) production by the picophytoplankton component alone
Omon.limfecalc           iron_growth_limitation_of_calcareous_phytoplankton                                                                            limfecalc          Iron Limitation of Calcareous Phytoplankton                                                                                       "Calcareous phytoplankton" are phytoplankton that produce calcite. Calcite is a mineral that is a polymorph of calcium carbonate. The chemical formula of calcite is CaCO3. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Iron growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of iron) to the theoretical growth rate if there were no such limit on iron availability.
Omon.limfediat           iron_growth_limitation_of_diatoms                                                                                             limfediat          Iron Limitation of Diatoms                                                                                                        Diatoms are phytoplankton with an external skeleton made of silica. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Iron growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of iron) to the theoretical growth rate if there were no such limit on iron availability.
Omon.limfediaz           iron_growth_limitation_of_diazotrophic_phytoplankton                                                                          limfediaz          Iron Limitation of Diazotrophs                                                                                                    In ocean modelling, diazotrophs are phytoplankton of the phylum cyanobacteria distinct from other phytoplankton groups in their ability to fix nitrogen gas in addition to nitrate and ammonium. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Iron growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of iron) to the theoretical growth rate if there were no such limit on iron availability.
Omon.limfemisc           iron_growth_limitation_of_miscellaneous_phytoplankton                                                                         limfemisc          Iron Limitation of Other Phytoplankton                                                                                            Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Miscellaneous phytoplankton" are all those phytoplankton that are not diatoms, diazotrophs, calcareous phytoplankton, picophytoplankton or other separately named components of the phytoplankton population. "Iron growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of iron) to the theoretical growth rate if there were no such limit on iron availability.
Omon.limfepico           iron_growth_limitation_of_picophytoplankton                                                                                   limfepico          Iron Limitation of Picophytoplankton                                                                                              Picophytoplankton are phytoplankton of less than 2 micrometers in size. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Iron growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of iron) to the theoretical growth rate if there were no such limit on iron availability.
Omon.limirrcalc          growth_limitation_of_calcareous_phytoplankton_due_to_solar_irradiance                                                         limirrcalc         Irradiance Limitation of Calcareous Phytoplankton                                                                                 Growth limitation of calcareous phytoplankton due to solar irradiance. "Growth limitation due to solar irradiance" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
Omon.limirrdiat          growth_limitation_of_diatoms_due_to_solar_irradiance                                                                          limirrdiat         Irradiance Limitation of Diatoms                                                                                                  Growth limitation of diatoms due to solar irradiance. "Growth limitation due to solar irradiance" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
Omon.limirrdiaz          growth_limitation_of_diazotrophic_phytoplankton_due_to_solar_irradiance                                                       limirrdiaz         Irradiance Limitation of Diazotrophs                                                                                              Growth limitation of diazotrophs due to solar irradiance. "Growth limitation due to solar irradiance" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
Omon.limirrmisc          growth_limitation_of_miscellaneous_phytoplankton_due_to_solar_irradiance                                                      limirrmisc         Irradiance Limitation of Other Phytoplankton                                                                                      Growth limitation of miscellaneous phytoplankton due to solar irradiance. "Growth limitation due to solar irradiance" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
Omon.limirrpico          growth_limitation_of_picophytoplankton_due_to_solar_irradiance                                                                limirrpico         Irradiance Limitation of Picophytoplankton                                                                                        Growth limitation of picophytoplankton due to solar irradiance. "Growth limitation due to solar irradiance" means the ratio of the growth rate of a species population in the environment (where the amount of sunlight reaching a location may be limited) to the theoretical growth rate if there were no such limit on solar irradiance.
Omon.limncalc            nitrogen_growth_limitation_of_calcareous_phytoplankton                                                                        limncalc           Nitrogen Limitation of Calcareous Phytoplankton                                                                                   "Calcareous phytoplankton" are phytoplankton that produce calcite. Calcite is a mineral that is a polymorph of calcium carbonate. The chemical formula of calcite is CaCO3. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Nitrogen growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
Omon.limndiat            nitrogen_growth_limitation_of_diatoms                                                                                         limndiat           Nitrogen Limitation of Diatoms                                                                                                    Diatoms are phytoplankton with an external skeleton made of silica. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Nitrogen growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
Omon.limndiaz            nitrogen_growth_limitation_of_diazotrophic_phytoplankton                                                                      limndiaz           Nitrogen Limitation of Diazotrophs                                                                                                In ocean modelling, diazotrophs are phytoplankton of the phylum cyanobacteria distinct from other phytoplankton groups in their ability to fix nitrogen gas in addition to nitrate and ammonium. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Nitrogen growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
Omon.limnmisc            nitrogen_growth_limitation_of_miscellaneous_phytoplankton                                                                     limnmisc           Nitrogen Limitation of Other Phytoplankton                                                                                        Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Miscellaneous phytoplankton" are all those phytoplankton that are not diatoms, diazotrophs, calcareous phytoplankton, picophytoplankton or other separately named components of the phytoplankton population. "Nitrogen growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
Omon.limnpico            nitrogen_growth_limitation_of_picophytoplankton                                                                               limnpico           Nitrogen Limitation of Picophytoplankton                                                                                          Picophytoplankton are phytoplankton of less than 2 micrometers in size. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. "Nitrogen growth limitation" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
Omon.masscello           sea_water_mass_per_unit_area                                                                                                  masscello          Ocean Grid-Cell Mass per Area                                                                                                     For Boussinesq models, report this diagnostic as Boussinesq reference density times grid celll volume.
Omon.masso               sea_water_mass                                                                                                                masso              Sea Water Mass                                                                                                                    Total mass of liquid sea water. For Boussinesq models, report this diagnostic as Boussinesq reference density times total volume.
Omon.mfo                 sea_water_transport_across_line                                                                                               mfo                Sea Water Transport                                                                                                               Transport across\_line means that which crosses a particular line on the Earth's surface (based on appendix J and table J1 of Griffies et al, 2016 (<https://doi.org/10.5194/gmd-9-3231-2016>). Formally this means the integral along the line of the normal component of the transport. The transport should be evaluated for the full depth of the ocean, except for the Pacific Equatorial Undercurrent, which is averaged from the surface to 350m.
Omon.mlotst              ocean_mixed_layer_thickness_defined_by_sigma_t                                                                                mlotst             Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth           Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.
Omon.mlotstSouth30       ocean_mixed_layer_thickness_defined_by_sigma_t                                                                                mlotst             Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth           Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.
Omon.mlotstmax           ocean_mixed_layer_thickness_defined_by_sigma_t                                                                                mlotstmax          Maximum Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth   Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.
Omon.mlotstmin           ocean_mixed_layer_thickness_defined_by_sigma_t                                                                                mlotstmin          Minimum Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth   Sigma T is potential density referenced to ocean surface. Defined by Sigma T of 0.03 kg m-3 wrt to model level closest to 10 m depth.
Omon.mlotstsq            square_of_ocean_mixed_layer_thickness_defined_by_sigma_t                                                                      mlotstsq           Square of Ocean Mixed Layer Thickness Defined by Delta Sigma T of 0.03 kg m-3 referenced to the model level closest to 10 m depth Sigma T is potential density referenced to ocean surface. The phrase "square\_of\_X" means X\*X. The ocean mixed layer is the upper part of the ocean, regarded as being well-mixed. The base of the mixed layer defined by "temperature", "sigma", "sigma\_theta", "sigma\_t" or vertical diffusivity is the level at which the quantity indicated differs from its surface value by a certain amount. A coordinate variable or scalar coordinate variable with standard name sea\_water\_sigma\_t\_difference can be used to specify the sigma\_t criterion that determines the layer thickness. Sigma-t of sea water is the density of water at atmospheric pressure (i.e. the surface) having the same temperature and salinity, minus 1000 kg m-3. "Thickness" means the vertical extent of a layer.
Omon.mpw                 sea_surface_wave_mean_period                                                                                                  mpw                Total Wave Mean Period                                                                                                            Average wave period (i.e., time in-between two wave crests) across the entire two-dimensional wave spectrum, incorporating both wind-sea and swell waves. In spectral wind wave models, it is calculated using spectral moments, mathematical measures that describe the shape and characteristics of the wave spectrum.
Omon.mpwswell            sea_surface_swell_wave_mean_period                                                                                            mpwswell           Swell Wave Mean Period                                                                                                            Average wave period (i.e., time in-between two wave crests) of swell waves only (i.e., waves that have propagated away from their generation area). In spectral wind wave models, it is calculated using spectral moments, mathematical measures that describe the shape and characteristics of the wave spectrum.
Omon.mpwwindsea          sea_surface_wind_wave_mean_period                                                                                             mpwwindsea         Wind Sea Wave Mean Period                                                                                                         Average wave period (i.e., time in-between two wave crests) of wind-sea waves only (i.e., local wind waves). In spectral wind wave models, it is calculated using spectral moments, mathematical measures that describe the shape and characteristics of the wave spectrum.
Omon.msftbarot           ocean_barotropic_mass_streamfunction                                                                                          msftbarot          Ocean Barotropic Mass Streamfunction                                                                                              Streamfunction or its approximation for free surface models. See OMDP document for details.
Omon.msftmrho            ocean_meridional_overturning_mass_streamfunction                                                                              msftmrho           Ocean Meridional Overturning Mass Streamfunction                                                                                  Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
Omon.msftmrhompa         ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection                                msftmrhompa        Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection                                         CMIP5 called this "due to Bolus Advection".  Name change respects the more general physics of the mesoscale parameterizations.
Omon.msftmz              ocean_meridional_overturning_mass_streamfunction                                                                              msftmz             Ocean Meridional Overturning Mass Streamfunction                                                                                  Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
Omon.msftmzmpa           ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection                                msftmzmpa          Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection                                         CMIP5 called this "due to Bolus Advection".  Name change respects the more general physics of the mesoscale parameterizations.
Omon.msftmzsmpa          ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_eddy_advection                             msftmzsmpa         Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Submesoscale Advection                                      Report only if there is a submesoscale eddy parameterization.
Omon.msftyrho            ocean_y_overturning_mass_streamfunction                                                                                       msftyrho           Ocean Y Overturning Mass Streamfunction                                                                                           Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
Omon.msftyrhompa         ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection                                         msftyrhompa        Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection                                                  CMIP5 called this "due to Bolus Advection".  Name change respects the more general physics of the mesoscale parameterizations.
Omon.msftyz              ocean_y_overturning_mass_streamfunction                                                                                       msftyz             Ocean Y Overturning Mass Streamfunction                                                                                           Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
Omon.msftyzmpa           ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection                                         msftyzmpa          Ocean Y Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection                                                  CMIP5 called this "due to Bolus Advection".  Name change respects the more general physics of the mesoscale parameterizations.
Omon.nh4                 mole_concentration_of_ammonium_in_sea_water                                                                                   nh4                Dissolved Ammonium Concentration                                                                                                  Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.
Omon.nh4os               mole_concentration_of_ammonium_in_sea_water                                                                                   nh4os              Surface Dissolved Ammonium Concentration                                                                                          Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.
Omon.no3                 mole_concentration_of_nitrate_in_sea_water                                                                                    no3                Dissolved Nitrate Concentration                                                                                                   Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.
Omon.no3os               mole_concentration_of_nitrate_in_sea_water                                                                                    no3os              Surface Dissolved Nitrate Concentration                                                                                           Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.
Omon.no3osSouth30        mole_concentration_of_nitrate_in_sea_water                                                                                    no3os              Surface Dissolved Nitrate Concentration                                                                                           Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.
Omon.o2                  mole_concentration_of_dissolved_molecular_oxygen_in_sea_water                                                                 o2                 Dissolved Oxygen Concentration                                                                                                    'Mole concentration' means number of moles per unit volume, also called "molarity", and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.  A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox\_expressed\_as\_nitrogen'.
Omon.o2os                mole_concentration_of_dissolved_molecular_oxygen_in_sea_water                                                                 o2os               Surface Dissolved Oxygen Concentration                                                                                            'Mole concentration' means number of moles per unit volume, also called "molarity", and is used in the construction mole\_concentration\_of\_X\_in\_Y, where X is a material constituent of Y.  A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox\_expressed\_as\_nitrogen'.
Omon.o2sat               mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_at_saturation                                                   o2sat              Dissolved Oxygen Concentration at Saturation                                                                                      "Mole concentration at saturation" means the mole concentration in a saturated solution. Mole concentration means number of moles per unit volume, also called "molarity", and is used in the construction "mole\_concentration\_of\_X\_in\_Y", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as "nitrogen" or a phrase such as "nox\_expressed\_as\_nitrogen".
Omon.obvfsq              square_of_brunt_vaisala_frequency_in_sea_water                                                                                obvfsq             Square of Brunt Vaisala Frequency in Sea Water                                                                                    The phrase "square\_of\_X" means X\*X. Frequency is the number of oscillations of a wave per unit time. Brunt-Vaisala frequency is also sometimes called "buoyancy frequency" and is a measure of the vertical stratification of the medium.
Omon.ocfriver            tendency_of_ocean_mole_content_of_organic_carbon_due_to_runoff_and_sediment_dissolution                                       ocfriver           Flux of Organic Carbon into Ocean Surface by Runoff                                                                               Organic Carbon supply to ocean through runoff (separate from gas exchange)
Omon.pbo                 sea_water_pressure_at_sea_floor                                                                                               pbo                Sea Water Pressure at Sea Floor                                                                                                   "Sea water pressure" is the pressure that exists in the medium of sea water.  It includes the pressure due to overlying sea water, sea ice, air and any other medium that may be present.
Omon.pfscint             integral_wrt_depth_of_sea_water_preformed_salinity_expressed_as_salt_mass_content                                             pfscint            Integral wrt depth of seawater preformed salinity expressed as salt mass content                                                  This is a fundamental aspect of the changes in the hydrological cycle and their impact on the oceans, and due to new numerical schemes and vertical discretizations, it is important to calculate it consistently with the model formulation.
Omon.ph                  sea_water_ph_reported_on_total_scale                                                                                          ph                 pH                                                                                                                                negative log10 of hydrogen ion concentration with the concentration expressed as mol H kg-1.
Omon.phcint              integral_wrt_depth_of_sea_water_potential_temperature_expressed_as_heat_content                                               phcint             Integrated Ocean Heat Content from Potential Temperature                                                                          This is the vertically-integrated heat content derived from potential temperature (thetao).
Omon.phos                sea_water_ph_reported_on_total_scale                                                                                          phos               Surface pH                                                                                                                        negative log10 of hydrogen ion concentration with the concentration expressed as mol H kg-1.
Omon.phyc                mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water                                                          phyc               Phytoplankton Carbon Concentration                                                                                                sum of phytoplankton carbon component concentrations.  In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., "Diatom Carbon Concentration" and "Non-Diatom Phytoplankton Carbon Concentration"
Omon.phycalc             mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water                                               phycalc            Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water                                                   carbon concentration from calcareous (calcite-producing) phytoplankton component alone
Omon.phycalcos           mole_concentration_of_calcareous_phytoplankton_expressed_as_carbon_in_sea_water                                               phycalcos          Surface Mole Concentration of Calcareous Phytoplankton Expressed as Carbon in Sea Water                                           carbon concentration from calcareous (calcite-producing) phytoplankton component alone
Omon.phycos              mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water                                                          phycos             Sea Surface Phytoplankton Carbon Concentration                                                                                    sum of phytoplankton carbon component concentrations.  In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., "Diatom Carbon Concentration" and "Non-Diatom Phytoplankton Carbon Concentration"
Omon.phycosSouth30       mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water                                                          phycos             Sea Surface Phytoplankton Carbon Concentration                                                                                    sum of phytoplankton carbon component concentrations.  In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., "Diatom Carbon Concentration" and "Non-Diatom Phytoplankton Carbon Concentration"
Omon.phydiat             mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water                                                                phydiat            Mole Concentration of Diatoms Expressed as Carbon in Sea Water                                                                    carbon from the diatom phytoplankton component concentration alone
Omon.phydiatos           mole_concentration_of_diatoms_expressed_as_carbon_in_sea_water                                                                phydiatos          Surface Mole Concentration of Diatoms Expressed as Carbon in Sea Water                                                            carbon from the diatom phytoplankton component concentration alone
Omon.phydiaz             mole_concentration_of_diazotrophic_phytoplankton_expressed_as_carbon_in_sea_water                                             phydiaz            Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water                                                                carbon concentration from the diazotrophic phytoplankton component alone
Omon.phydiazos           mole_concentration_of_diazotrophic_phytoplankton_expressed_as_carbon_in_sea_water                                             phydiazos          Surface Mole Concentration of Diazotrophs Expressed as Carbon in Sea Water                                                        carbon concentration from the diazotrophic phytoplankton component alone
Omon.phymisc             mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water                                            phymisc            Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water                                                carbon concentration from additional phytoplankton component alone
Omon.phymiscos           mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water                                            phymiscos          Surface Mole Concentration of Miscellaneous Phytoplankton Expressed as Carbon in Sea Water                                        carbon concentration from additional phytoplankton component alone
Omon.phypico             mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water                                                      phypico            Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water                                                          carbon concentration from the picophytoplankton (<2 um) component alone
Omon.phypicoos           mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water                                                      phypicoos          Surface Mole Concentration of Picophytoplankton Expressed as Carbon in Sea Water                                                  carbon concentration from the picophytoplankton (<2 um) component alone
Omon.po4                 mole_concentration_of_dissolved_inorganic_phosphorus_in_sea_water                                                             po4                Total Dissolved Inorganic Phosphorus Concentration                                                                                Mole concentration means number of moles per unit volume, also called "molarity", and is used in the construction "mole\_concentration\_of\_X\_in\_Y", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as "nitrogen" or a phrase such as "nox\_expressed\_as\_nitrogen". "Dissolved inorganic phosphorus" means the sum of all inorganic phosphorus in solution (including phosphate, hydrogen phosphate, dihydrogen phosphate, and phosphoric acid).
Omon.pp                  tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production   pp                 Primary Carbon Production by Phytoplankton                                                                                        total primary (organic carbon) production by phytoplankton
Omon.ppos                tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production   ppos               Primary Carbon Production by Phytoplankton                                                                                        total primary (organic carbon) production by phytoplankton
Omon.pposSouth30         tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production   ppos               Primary Carbon Production by Phytoplankton                                                                                        total primary (organic carbon) production by phytoplankton
Omon.pso                 sea_water_pressure_at_sea_water_surface                                                                                       pso                Sea Water Pressure at Sea Water Surface                                                                                           The phrase "sea water surface" means the upper boundary of the liquid portion of an ocean or sea, including the boundary to floating ice if present. "Sea water pressure" is the pressure that exists in the medium of sea water. It includes the pressure due to overlying sea water, sea ice, air and any other medium that may be present.
Omon.scint               integral_wrt_depth_of_sea_water_practical_salinity_expressed_as_salt_mass_content                                             scint              Integral wrt depth of seawater practical salinity expressed as salt mass content                                                  This is a fundamental aspect of the changes in the hydrological cycle and their impact on the oceans, and due to new numerical schemes and vertical discretizations, it is important to calculate it consistently with the model formulation.
Omon.sduo                sea_surface_wave_stokes_drift_eastward_velocity                                                                               sduo               Eastward Surface Stokes Drift                                                                                                     The eastward component of the net drift velocity of ocean water caused by surface wind-sea waves. The Stokes drift velocity could be defined as the difference between the average Lagrangian flow velocity of a fluid parcel, and the average Eulerian flow velocity of the fluid at a fixed position.
Omon.sdvo                sea_surface_wave_stokes_drift_northward_velocity                                                                              sdvo               Northward Surface Stokes Drift                                                                                                    The northward component of the net drift velocity of ocean water caused by surface wind-sea waves. The Stokes drift velocity could be defined as the difference between the average Lagrangian flow velocity of a fluid parcel, and the average Eulerian flow velocity of the fluid at a fixed position.
Omon.sf6                 mole_concentration_of_sulfur_hexafluoride_in_sea_water                                                                        sf6                Mole Concentration of SF6 in Sea Water                                                                                            Mole concentration means number of moles per unit volume, also called "molarity", and is used in the construction "mole\_concentration\_of\_X\_in\_Y", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as "nitrogen" or a phrase such as "nox\_expressed\_as\_nitrogen". The chemical formula of sulfur hexafluoride is SF6.
Omon.sfacrossline        ocean_salt_transport_across_line                                                                                              sfacrossline       Ocean Salt Mass Transport across Lines                                                                                            Depth-integrated total salt mass transport from resolved and parameterized processes across different lines on the Earth's surface (based on appendix J and table J1 of Griffies et al., 2016). Formally, this means the integral along the line of the normal component of the heat transport. Positive and negative numbers refer to total northward/eastward and southward/westward transports, respectively. The transport should be evaluated for the full depth of the ocean, except for the Pacific Equatorial Undercurrent, which is averaged from the surface to 350m.
Omon.sfdsi               downward_sea_ice_basal_salt_flux                                                                                              sfdsi              Downward Sea Ice Basal Salt Flux                                                                                                  This field is physical, and it arises since sea ice has a nonzero salt content, so it exchanges salt with the liquid ocean upon melting and freezing.
Omon.sfriver             salt_flux_into_sea_water_from_rivers                                                                                          sfriver            Salt Flux into Sea Water from Rivers                                                                                              This field is physical, and it arises when rivers carry a nonzero salt content.  Often this is zero, with rivers assumed to be fresh.
Omon.sfx                 ocean_salt_x_transport                                                                                                        sfx                3D Ocean Salt Mass X Transport                                                                                                    Contains all contributions to 'x-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.
Omon.sfxint              ocean_salt_x_transport                                                                                                        sfx                Vertically Integrated Ocean Salt Mass X Transport                                                                                 Ocean salt mass x transport vertically integrated over the whole ocean depth. Contains all contributions to 'x-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.
Omon.sfy                 ocean_salt_y_transport                                                                                                        sfy                3D Ocean Salt Mass Y Transport                                                                                                    Contains all contributions to 'y-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.
Omon.sfyint              ocean_salt_y_transport                                                                                                        sfy                Vertically Integrated Ocean Salt Mass Y Transport                                                                                 Ocean salt mass y transport vertically integrated over the whole ocean depth. Contains all contributions to 'y-ward' salt mass transport from resolved and parameterized processes. Report on native horizontal grid.
Omon.si                  mole_concentration_of_dissolved_inorganic_silicon_in_sea_water                                                                si                 Total Dissolved Inorganic Silicon Concentration                                                                                   Mole concentration means number of moles per unit volume, also called "molarity", and is used in the construction "mole\_concentration\_of\_X\_in\_Y", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as "nitrogen" or a phrase such as "nox\_expressed\_as\_nitrogen". "Dissolved inorganic silicon" means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-).
Omon.sios                mole_concentration_of_dissolved_inorganic_silicon_in_sea_water                                                                sios               Surface Total Dissolved Inorganic Silicon Concentration                                                                           Mole concentration means number of moles per unit volume, also called "molarity", and is used in the construction "mole\_concentration\_of\_X\_in\_Y", where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as "nitrogen" or a phrase such as "nox\_expressed\_as\_nitrogen". "Dissolved inorganic silicon" means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-).
